,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Nichinan,75,JP,1566201605,94,31.65,131.31,78.8,12.75
377,Plettenberg Bay,22,ZA,1566201610,58,-34.05,23.37,59.21,15.12
378,Namtsy,75,RU,1566201612,77,62.72,129.66,60.8,6.71
379,Sao Joao da Barra,0,BR,1566201378,65,-21.64,-41.05,64.97,5.66
380,Snasa,0,NO,1566201614,72,64.25,12.38,59.0,11.41
381,Rincon,87,PA,1566201615,55,8.46,-82.28,57.0,1.99
382,Jiangyou,100,CN,1566201617,91,31.78,104.73,71.45,2.91
383,Hamada,75,JP,1566201618,88,34.9,132.08,82.0,4.7
384,La Palma,90,CO,1566201619,88,5.36,-74.39,65.51,3.69
385,Meulaboh,50,ID,1566201620,74,4.14,96.13,82.97,8.86
386,Namatanai,84,PG,1566201621,82,-3.66,152.44,79.73,10.76
387,Ikalamavony,0,MG,1566201623,34,-21.17,46.6,77.57,12.17
388,Nabire,91,ID,1566201589,88,-3.36,135.5,72.53,4.32
389,Ranfurly,100,CA,1566201625,95,53.41,-111.68,47.15,2.51
390,Port Augusta,100,AU,1566201626,58,-32.49,137.76,55.4,14.99
391,Kieta,99,PG,1566201628,76,-6.22,155.63,80.27,7.23
392,Collie,0,AU,1566201629,37,-33.36,116.15,62.01,4.88
393,Malanje,0,AO,1566201630,17,-9.54,16.35,83.69,7.09
394,Macia,0,MZ,1566201631,39,-25.03,33.09,80.63,9.82
395,Jawhar,39,IN,1566201632,73,19.91,73.23,83.33,8.12
396,Vizinga,100,RU,1566201634,89,61.08,50.08,62.81,9.55
397,Hobyo,0,SO,1566201637,33,5.35,48.53,92.15,22.95
398,Tarime,11,TZ,1566201638,32,-1.35,34.38,86.39,5.17
399,Miracema do Tocantins,24,BR,1566201640,60,-9.56,-48.4,69.83,1.07
400,La Orilla,98,MX,1566201641,86,18.0,-102.23,77.57,5.12
401,Karpathos,0,GR,1566201642,54,35.51,27.21,80.6,20.8
402,Kiri Buru,100,IN,1566201643,74,22.08,85.35,85.85,8.03
403,Alvand,0,IR,1566201644,14,36.19,50.06,89.6,6.93
404,East London,0,ZA,1566201646,55,-33.02,27.91,64.4,19.46
405,Saldus,63,LV,1566201647,72,56.67,22.49,70.19,11.68
406,Pisco,90,PE,1566201649,87,-13.71,-76.2,60.8,4.7
407,Harlingen,40,NL,1566201650,77,53.18,5.41,66.0,13.87
408,Te Anau,79,NZ,1566201652,78,-45.41,167.72,41.57,6.73
409,Dillon,1,US,1566201653,36,45.22,-112.64,62.6,5.82
410,Matara,80,BI,1566201654,61,-3.48,29.48,62.09,6.78
411,Flinders,0,AU,1566201655,34,-34.58,150.85,54.0,18.34
412,Vila do Maio,20,CV,1566201657,78,15.13,-23.22,78.8,4.7
413,Khorramabad,0,IR,1566201622,15,33.48,48.35,95.0,6.93
414,Nome,1,US,1566201659,88,30.04,-94.42,86.0,4.23
415,Lavrentiya,100,RU,1566201660,94,65.58,-170.99,41.03,7.09
416,Tygda,100,RU,1566201661,95,53.11,126.33,52.37,3.51
417,Bara,100,NG,1566201663,96,10.41,10.6,71.09,6.93
418,Vic,75,ES,1566201664,69,41.93,2.25,81.0,5.82
419,Port Hedland,0,AU,1566201665,10,-20.31,118.58,78.8,16.11
420,Kurilsk,4,RU,1566201666,84,45.23,147.88,57.05,7.29
421,Brainerd,1,US,1566201668,93,46.36,-94.2,55.99,7.23
422,Quatre Cocos,75,MU,1566201669,65,-20.21,57.76,78.01,12.75
423,Hasaki,75,JP,1566201670,88,35.73,140.83,84.0,10.29
424,Dawei,100,MM,1566201671,80,14.07,98.19,81.71,13.0
425,Vilyuysk,100,RU,1566201673,87,63.75,121.63,56.33,5.3
426,Buraydah,0,SA,1566201674,22,26.33,43.97,98.6,9.17
427,Fayaoue,36,NC,1566201675,64,-20.65,166.53,71.45,11.59
428,Vao,100,EE,1566201676,92,59.1,26.19,63.71,8.79
429,Manokwari,11,ID,1566201678,85,-0.87,134.08,76.85,3.98
430,Katobu,17,ID,1566201680,60,-4.94,122.53,83.51,7.4
431,Marion,1,US,1566201681,100,35.21,-90.2,75.99,3.36
432,Pital,88,CO,1566201683,90,2.27,-75.81,51.65,4.41
433,Sisimiut,76,GL,1566201684,90,66.94,-53.67,42.29,7.38
434,Byron Bay,9,AU,1566201685,82,-28.65,153.62,73.4,9.17
435,Oyama,75,JP,1566201687,83,36.31,139.8,91.0,12.75
436,Hambantota,40,LK,1566201688,75,6.12,81.12,89.6,13.87
437,Saskylakh,0,RU,1566201689,34,71.97,114.09,72.53,3.33
438,Muyezerskiy,93,RU,1566201690,67,63.93,31.65,66.41,11.27
439,Evensk,28,RU,1566201691,82,61.92,159.24,57.23,3.91
440,Darhan,100,MN,1566201693,83,49.49,105.92,57.41,9.51
441,Shenzhen,20,CN,1566201695,66,22.54,114.05,89.6,6.93
442,Mana,95,NG,1566201697,68,13.03,5.27,81.35,11.48
443,Banyo,100,CM,1566201699,91,6.75,11.81,66.77,2.86
444,Ganzhou,0,CN,1566201700,43,25.86,114.93,92.51,4.43
445,Boa Esperanca do Sul,71,BR,1566201665,75,-21.99,-48.39,65.15,5.64
446,Cabedelo,40,BR,1566201702,100,-6.97,-34.84,71.6,3.36
447,Pleshanovo,100,RU,1566201704,68,57.46,28.17,68.0,8.95
448,Fort Nelson,90,CA,1566201705,93,58.81,-122.69,41.0,6.93
449,Axim,64,GH,1566201706,84,4.87,-2.24,77.03,8.68
450,Havoysund,20,NO,1566201707,77,71.0,24.66,62.6,9.17
451,Dudinka,75,RU,1566201708,93,69.41,86.18,57.2,13.42
452,Victoria,75,BN,1566201422,59,5.28,115.24,89.6,3.36
453,Atar,0,MR,1566201712,51,20.52,-13.05,84.41,12.46
454,Luce,1,US,1566201713,93,46.66,-95.65,57.2,4.7
455,Beringovskiy,0,RU,1566201714,84,63.05,179.32,51.83,4.97
456,Praia,0,BR,1566201716,82,-20.25,-43.81,57.2,2.04
457,Ayan,0,IR,1566201717,21,38.23,44.7,77.39,11.25
458,Tocopilla,85,CL,1566201719,84,-22.09,-70.2,55.79,5.68
459,Bambanglipuro,63,ID,1566201721,80,-7.95,110.28,74.87,16.04
460,Christchurch,82,NZ,1566201722,87,-43.53,172.64,46.4,12.75
461,Moranbah,0,AU,1566201723,42,-22.0,148.04,68.57,4.79
462,Nanortalik,34,GL,1566201726,95,60.14,-45.24,40.85,0.56
463,Keti Bandar,0,PK,1566201727,83,24.14,67.45,82.07,10.63
464,Alanya,40,TR,1566201728,55,36.55,32.0,89.6,5.82
465,Nioro,100,GM,1566201729,83,13.79,-15.05,78.65,1.45
466,Tilichiki,72,RU,1566201732,93,60.47,166.1,49.31,4.61
467,Alexandria,0,RO,1566201733,25,43.97,25.33,87.29,3.53
468,Kostomuksha,99,RU,1566201735,60,64.59,30.6,68.21,12.46
469,Nikki,100,BJ,1566201737,95,9.94,3.21,71.99,4.16
470,Takapau,0,NZ,1566201738,82,-40.02,176.35,39.0,2.73
471,Santa Pola,40,ES,1566201739,61,38.19,-0.56,82.99,5.82
472,Yerbogachen,100,RU,1566201740,68,61.28,108.01,61.91,4.74
473,Milkovo,20,BG,1566201742,39,41.53,24.68,80.6,4.7
474,Mikkeli,0,FI,1566201744,77,61.69,27.27,64.99,10.29
475,Ozernovskiy,100,RU,1566201745,90,51.5,156.52,51.29,2.98
476,Wahiawa,1,US,1566201746,78,21.5,-158.02,80.6,14.79
477,Yenagoa,100,NG,1566201748,85,4.92,6.26,77.57,5.21
478,Ler,0,NO,1566201749,71,63.2,10.3,59.0,9.17
479,Tessalit,10,ML,1566201750,23,20.2,1.01,98.81,12.77
480,Bartica,36,GY,1566201751,96,6.41,-58.62,69.11,1.34
481,Teeli,46,RU,1566201753,38,51.01,90.2,65.15,1.41
482,Ternate,40,PH,1566201754,75,14.29,120.72,89.6,19.46
483,Hami,17,CN,1566201755,21,42.84,93.51,83.87,8.28
484,Garden City,0,US,1566201664,55,43.62,-116.24,75.2,5.28
485,Elat,100,CM,1566201759,76,2.91,11.16,75.77,4.36
486,Isla Vista,75,US,1566201760,93,34.41,-119.86,62.6,2.93
487,Sabha,0,LY,1566201603,22,27.03,14.43,88.37,8.16
488,Steinbach,90,CA,1566201762,52,49.53,-96.69,64.4,12.75
489,Verkhoyansk,100,RU,1566201764,50,67.55,133.39,69.47,3.44
490,Kinsale,20,IE,1566201662,82,51.71,-8.52,55.4,8.05
491,Kloulklubed,90,PW,1566201766,94,7.04,134.26,77.0,9.17
492,Chara,20,GR,1566201767,44,39.42,22.43,84.2,5.17
493,Srednekolymsk,0,RU,1566201768,44,67.46,153.71,66.77,6.96
494,Loa Janan,2,ID,1566201769,70,-0.58,117.09,83.87,5.12
495,Zhigansk,100,RU,1566201771,70,66.77,123.37,57.95,2.28
496,Vaitape,49,PF,1566201772,80,-16.52,-151.75,79.37,19.66
497,Pascagoula,75,US,1566201768,88,30.37,-88.56,82.0,3.36
498,Vanavara,100,RU,1566201777,64,60.35,102.28,65.51,5.97
499,Abdanan,0,IR,1566201778,10,32.99,47.42,99.71,9.73
500,Taksimo,1,RU,1566201779,45,56.36,114.84,61.91,1.12
501,Japura,87,ID,1566201781,29,-0.42,102.29,96.11,3.33
502,Vrangel,88,RU,1566201782,83,42.73,133.08,68.39,4.14
503,Bajil,6,ES,1566201783,21,38.23,-2.07,82.25,3.85
504,Moose Jaw,5,CA,1566201784,93,50.4,-105.54,48.0,3.36
505,Manaus,0,BR,1566201786,83,-3.13,-59.98,77.0,5.82
506,Los Llanos de Aridane,20,ES,1566201787,83,28.66,-17.92,84.99,13.87
507,El Retorno,38,CO,1566201788,98,2.33,-72.63,69.29,1.21
508,Zolotukhino,40,RU,1566201791,68,52.08,36.38,77.0,4.47
509,Lompoc,75,US,1566201792,93,34.64,-120.46,60.8,10.42
510,Heihe,40,RU,1566201793,59,50.24,127.51,66.2,6.71
511,Iskateley,0,RU,1566201794,61,67.68,53.15,67.49,11.86
512,Mucurapo,40,TT,1566201796,88,10.67,-61.53,79.0,8.77
513,Tambilil,75,PH,1566201797,66,5.96,124.67,86.0,2.24
514,Sabanagrande,40,CO,1566201798,88,10.79,-74.76,80.6,2.24
515,Atbasar,16,KZ,1566201799,38,51.81,68.36,82.07,11.23
516,Sheksna,90,RU,1566201801,88,59.21,38.5,66.2,8.95
517,Bonthe,100,SL,1566201802,86,7.53,-12.5,77.03,6.71
518,Rayong,20,TH,1566201803,55,12.68,101.28,93.0,11.41
519,Mount Isa,0,AU,1566201805,19,-20.73,139.49,68.0,16.11
520,Ambovombe,3,MG,1566201807,75,-25.18,46.09,68.75,23.51
521,Anamur,40,TR,1566201808,55,36.08,32.84,89.6,5.82
522,Traunstein,75,DE,1566201809,77,47.87,12.64,72.0,6.93
523,Inuvik,90,CA,1566201810,93,68.36,-133.71,35.6,3.71
524,Acheng,75,CN,1566201812,64,45.55,126.95,75.2,6.71
525,Malindi,47,KE,1566201607,41,-3.22,40.12,86.93,19.89
526,Omama,100,JP,1566201814,94,36.43,139.28,75.99,1.01
527,Mwinilunga,0,ZM,1566201815,19,-11.73,24.43,75.23,10.11
528,Awbari,0,LY,1566201817,18,26.59,12.77,90.71,11.34
529,Vardo,1,US,1566201818,94,39.62,-77.74,70.0,3.65
530,Kropotkin,86,RU,1566201819,62,45.43,40.58,81.0,3.49
531,Gazanjyk,0,TM,1566201820,9,39.24,55.52,98.99,22.32
532,Henties Bay,0,NA,1566201822,72,-22.12,14.28,60.65,9.95
533,Caravelas,0,BR,1566201823,86,-17.73,-39.27,66.59,5.73
534,Lukulu,0,ZM,1566201824,12,-14.38,23.24,77.03,11.97
535,Dinard,0,FR,1566201825,87,48.63,-2.06,63.0,9.17
536,Khargapur,100,IN,1566201826,61,24.82,79.14,90.53,8.95
537,Thinadhoo,98,MV,1566201593,72,0.53,72.93,83.51,15.32
538,Rosetown,13,CA,1566201829,82,51.55,-107.99,46.99,7.43
539,Santa Leopoldina,0,BR,1566201830,88,-20.1,-40.53,68.0,5.82
540,Akcakoca,7,TR,1566201831,56,41.09,31.12,73.07,8.97
541,Bowmore,1,US,1566201834,88,34.94,-79.3,78.8,5.82
542,Lorengau,6,PG,1566201835,82,-2.02,147.27,80.09,9.26
543,Ust-Karsk,100,RU,1566201836,46,52.71,118.82,68.21,1.81
544,Urusha,43,RU,1566201837,47,54.05,122.9,69.11,3.49
545,Florianopolis,75,BR,1566201759,81,-27.6,-48.55,55.99,12.75
546,Cap Malheureux,75,MU,1566201840,65,-19.98,57.61,78.01,12.75
547,Puerto Carreno,100,CO,1566201841,95,6.19,-67.49,71.09,6.82
548,Manyana,0,AU,1566201842,34,-35.26,150.51,54.0,18.34
549,Ifo,40,NG,1566201843,88,6.81,3.2,77.0,6.93
550,Mitu,0,IR,1566201845,9,36.2,46.09,96.29,5.7
551,Pasni,1,PK,1566201846,37,25.26,63.48,96.47,8.72
552,Maldonado,75,UY,1566201626,74,-34.91,-54.96,42.8,17.22
553,Colares,20,PT,1566201848,77,38.8,-9.45,66.99,14.99
554,Tarakan,70,ID,1566201829,68,3.3,117.63,85.31,10.27
555,Najran,0,SA,1566201852,10,17.54,44.22,93.2,10.74
556,Agadir,0,MA,1566201853,64,30.42,-9.58,69.8,12.48
557,Foam Lake,0,CA,1566201854,83,51.65,-103.53,45.35,3.69
558,Belmonte,100,PT,1566201856,96,40.36,-7.35,66.99,5.82
559,Kill,20,IE,1566201858,93,53.25,-6.59,57.99,16.11
560,Coahuayana,89,MX,1566201859,95,18.62,-100.35,71.81,0.38
561,Valleyview,100,CA,1566201860,93,55.07,-117.28,41.93,2.17
562,Weligama,71,LK,1566201861,81,5.97,80.42,81.89,12.24
563,Pevek,65,RU,1566201863,88,69.7,170.27,40.85,6.06
564,Osa,100,RU,1566201864,83,57.28,55.46,74.15,6.73
565,Shirochanka,69,RU,1566201867,71,46.66,38.33,73.07,4.25
566,Anadyr,75,RU,1566201869,100,64.73,177.51,53.6,6.71
567,Wiarton,90,CA,1566201870,88,44.74,-81.13,70.0,9.17
568,Bidor,75,MY,1566201871,56,4.11,101.29,93.2,9.17
569,Gamba,0,CN,1566201872,27,28.28,88.52,59.93,5.86
570,Manta,0,RO,1566201873,36,45.1,24.1,80.99,3.02
571,Honningsvag,20,NO,1566201875,77,70.98,25.97,62.6,9.17
572,Nagua,47,DO,1566201876,95,19.37,-69.85,72.71,3.71
573,Bonavista,35,CA,1566201877,84,48.65,-53.11,61.0,5.01
574,Uarini,100,BR,1566201878,88,-2.98,-65.16,71.99,1.68
575,Beidao,82,CN,1566201880,70,34.57,105.89,73.79,19.06
576,Pangkalanbuun,48,ID,1566201617,84,-2.68,111.62,80.63,4.65
577,Wilmington,1,US,1566201603,100,39.75,-75.55,77.0,6.29
578,Makakilo City,1,US,1566201885,69,21.35,-158.09,80.6,3.36
579,Toora-Khem,77,RU,1566201887,73,52.47,96.11,58.13,6.33
580,Sept-Iles,20,CA,1566201888,100,50.2,-66.38,57.99,3.36
581,Palkonda,85,IN,1566201889,58,18.6,83.76,92.69,9.15
582,Cuitzeo,40,MX,1566201890,83,20.33,-102.78,72.0,1.07
583,Lasa,20,CY,1566201891,66,34.92,32.53,87.8,6.93
584,Rome,0,IT,1566201672,50,41.89,12.48,84.99,3.36
585,Abbeville,12,FR,1566201894,72,50.11,1.83,64.0,11.41
586,Ilinskiy,75,RU,1566201895,82,55.62,38.12,66.0,2.24
587,Singaparna,66,ID,1566201896,62,-7.35,108.11,74.69,8.05
588,Gizo,40,IL,1566201899,51,31.8,34.94,87.01,8.05
589,Raychikhinsk,100,RU,1566201900,85,49.8,129.4,59.57,3.06
590,Lagos,40,NG,1566201807,88,6.46,3.39,77.0,6.93
591,Mogadishu,3,SO,1566201902,53,2.04,45.34,83.69,19.28
592,Nanchong,100,CN,1566201903,61,30.8,106.08,91.61,8.86
593,Guiren,75,TW,1566201905,88,22.97,120.29,88.0,2.24
594,Yuci,20,CN,1566201906,36,37.68,112.73,91.4,6.71
595,Bisira,52,PA,1566201907,90,8.52,-81.71,68.39,3.02
596,Ratholo,0,BW,1566201909,28,-22.72,27.57,75.05,3.49
597,Inhambane,0,MZ,1566201910,57,-23.87,35.38,75.2,9.17
598,Campos,0,PT,1566201911,82,41.97,-8.7,73.0,5.82
599,Tadine,15,NC,1566201912,61,-21.55,167.88,70.01,11.81
600,Lethem,100,GY,1566201913,89,3.38,-59.8,73.43,1.86
601,Brawley,1,US,1566201806,25,32.98,-115.53,89.6,6.93
602,Santa Cruz,52,BR,1566201916,90,-6.22,-36.02,66.59,6.38
603,Gedo,99,ET,1566201918,80,9.01,37.45,69.29,2.59
604,Chernyshevskiy,100,RU,1566201919,94,63.01,112.47,51.29,5.61
605,Iqaluit,90,CA,1566201921,100,63.75,-68.52,39.2,1.14
606,Arman,0,RU,1566201922,79,59.7,150.17,57.59,3.58
607,Khorramshahr,0,IR,1566201923,24,30.43,48.18,105.8,4.7
608,Le Port,100,FR,1566201925,73,42.87,1.37,66.0,3.0
609,Belle Fourche,1,US,1566201927,82,44.67,-103.85,64.99,4.7
610,Launceston,40,AU,1566201928,65,-41.43,147.14,48.0,13.87
611,Armidale,0,AU,1566201745,71,-30.51,151.67,35.09,7.87
612,Mastic Beach,90,US,1566201655,94,40.77,-72.85,78.01,5.82
613,Solhan,0,TR,1566201931,30,38.97,41.05,82.4,4.7
614,Zhuhai,20,CN,1566201933,42,40.71,112.04,80.6,4.47
615,Panzhihua,100,CN,1566201934,48,26.59,101.72,86.0,5.19
616,Tigil,32,RU,1566201935,75,57.8,158.67,57.95,10.02
617,Port Hardy,90,CA,1566201936,87,50.7,-127.42,55.4,8.05
618,Metro,43,ID,1566201937,41,-5.11,105.31,89.99,3.89
619,Bonfim,100,GY,1566201939,89,3.36,-59.84,73.43,1.86
620,Korem,0,ET,1566201940,53,12.51,39.52,70.73,9.55
621,Oranjestad,94,AW,1566201941,84,12.52,-70.03,82.07,25.68
622,Kulhudhuffushi,98,MV,1566201943,74,6.62,73.07,82.43,12.53
623,Aykhal,0,RU,1566201944,21,65.95,111.51,69.8,8.95
624,Limbang,75,BN,1566201945,66,4.75,115.01,89.6,6.93
625,Humaita,75,AR,1566201946,53,-24.93,-65.37,73.4,6.93
626,Vestmannaeyjar,40,IS,1566201947,81,63.44,-20.27,44.6,4.7
627,Sarakhs,0,TM,1566201949,18,36.54,61.16,91.4,6.93
628,Kidal,0,ML,1566201950,34,18.44,1.41,94.49,12.46
629,Sainte-Anne-des-Monts,0,CA,1566201951,88,49.13,-66.49,63.17,2.06
630,Linares,100,CL,1566201952,86,-35.85,-71.6,43.73,1.59
631,Vostok,17,RU,1566201953,93,46.45,135.83,68.75,1.52
632,Bukan,0,IR,1566201908,9,36.52,46.21,96.29,5.7
633,Lakatoro,100,VU,1566201957,75,-16.11,167.42,75.95,9.42
634,Pak Chong,95,TH,1566201958,62,14.71,101.42,90.53,8.97
635,Dandong,0,CN,1566201959,87,40.12,124.37,76.13,7.27
636,Nador,0,MA,1566201961,35,35.17,-2.93,84.2,10.29
637,Sokoni,0,CD,1566201962,26,-12.89,28.78,74.69,8.61
638,Pangnirtung,3,CA,1566201963,76,66.15,-65.72,35.63,1.39
639,Umba,97,RU,1566201964,64,66.69,34.34,64.61,13.29
640,Zhashkiv,0,UA,1566201966,42,49.25,30.1,77.93,4.63
641,Borba,3,BR,1566201967,84,-4.39,-59.59,71.99,0.25
642,Ouesso,48,CG,1566201968,85,1.61,16.05,78.29,4.72
643,Iquitos,0,PE,1566201969,94,-3.75,-73.25,73.4,2.24
644,Solnechnyy,100,RU,1566201970,99,50.72,136.64,52.19,2.91
645,Unai,57,BR,1566201905,55,-16.36,-46.91,63.71,0.69
646,Sergeyevka,80,KZ,1566201973,67,53.88,67.42,71.27,8.81
647,Onega,99,RU,1566201974,92,63.91,38.09,56.69,11.52
648,Shiyan,45,CN,1566201975,35,32.65,110.78,79.0,1.99
649,Prainha,0,BR,1566201977,78,-1.8,-53.48,71.63,2.39
650,Nizhniy Ingash,51,RU,1566201978,42,56.2,96.53,72.71,7.09
651,Pombas,24,BR,1566201980,46,-15.9,-54.74,73.79,2.33
652,Luancheng,0,CN,1566201981,55,37.88,114.65,89.6,8.95
653,Puerto Quijarro,0,BO,1566201983,77,-19.0,-57.72,66.95,5.88
654,Acapulco,90,MX,1566201865,88,16.86,-99.88,80.6,4.7
655,Salamiyah,0,SY,1566201985,30,35.01,37.05,87.11,2.04
656,Tarkwa,86,GH,1566201986,78,5.31,-1.99,78.65,5.86
657,Bojnurd,0,IR,1566201989,14,37.47,57.33,82.4,11.41
658,Champerico,100,MX,1566201990,97,16.38,-93.6,67.49,1.1
659,Phan Thiet,0,VN,1566201984,61,10.93,108.1,88.91,10.36
660,Xixiang,20,CN,1566201992,66,22.58,113.87,89.6,6.93
661,Slave Lake,90,CA,1566201993,87,55.28,-114.77,50.0,2.24
662,Yiyang,50,CN,1566201996,40,28.59,112.35,96.47,5.35
663,Carutapera,3,BR,1566201988,90,-1.2,-46.02,75.41,4.21
664,Macaubas,0,BR,1566201998,75,-13.02,-42.7,62.81,4.36
665,Derzhavinsk,43,KZ,1566201999,24,51.1,66.31,89.27,11.39
666,Ambilobe,9,MG,1566202001,34,-13.19,49.05,89.99,1.95
667,Kirakira,3,SB,1566202002,85,-10.46,161.92,79.01,9.69
668,Itatskiy,100,RU,1566202003,70,56.07,89.04,63.71,4.79
669,Muzhi,22,RU,1566202004,52,65.4,64.7,63.89,4.07
670,Ucluelet,100,CA,1566202006,94,48.94,-125.55,61.0,7.45
671,Broome,20,GB,1566202007,82,52.47,1.45,66.99,12.75
672,Xichang,100,CN,1566202008,77,27.88,102.25,72.53,2.19
673,Salamanca,55,MX,1566202009,84,20.57,-101.19,62.01,1.39
674,Pimentel,58,BR,1566202010,91,-3.7,-45.5,68.93,2.71
675,Duvan,86,RU,1566202012,53,55.69,57.9,80.81,3.13
676,Intipuca,100,SV,1566202013,74,13.2,-88.05,81.35,6.29
677,Tancheng,0,CN,1566202014,65,33.44,116.55,82.43,9.44
678,Itaituba,0,BR,1566202015,67,-4.26,-55.99,69.11,1.66
679,Tongzi,100,CN,1566202017,62,28.78,105.09,91.43,3.56
680,Eslamshahr,0,IR,1566202018,9,35.55,51.23,93.2,11.41
681,Nangomba,100,TZ,1566202019,30,-10.9,38.52,83.15,7.05
682,Bongandanga,0,CD,1566202021,54,1.51,21.07,87.29,3.62
683,Chifeng,25,CN,1566202022,38,42.27,118.96,79.55,7.23
684,Khabary,100,RU,1566202023,85,53.63,79.53,62.81,10.98
685,Kangaba,97,ML,1566202025,88,11.94,-8.41,75.95,4.12
686,Saint-Denis,0,FR,1566201794,72,48.94,2.36,64.0,9.17
687,Yanam,40,IN,1566202028,63,16.73,82.22,91.4,11.41
688,Gigmoto,3,PH,1566202029,70,13.78,124.39,86.21,6.08
689,Vanino,26,RU,1566202031,74,53.93,40.55,69.65,11.45
690,Maceio,75,BR,1566202032,94,-9.67,-35.74,68.0,4.7
691,Bronnoysund,0,NO,1566202033,59,65.46,12.2,66.2,4.7
692,Leningradskiy,61,RU,1566202034,95,69.38,178.42,40.13,8.23
693,Antalaha,96,MG,1566202036,61,-14.9,50.28,72.17,3.42
694,Snezhnogorsk,0,RU,1566202037,45,69.19,33.23,68.0,8.95
695,Ossora,100,RU,1566202038,99,59.24,163.07,49.67,4.74
696,Qandala,3,SO,1566202039,61,11.47,49.87,87.65,4.47
697,Pamyat Parizhskoy Kommuny,40,RU,1566202041,78,56.1,44.5,73.4,6.71
698,Chalmette,1,US,1566202042,88,29.94,-89.96,81.0,5.79
699,Gordeyevka,17,RU,1566202043,62,52.96,31.97,74.15,8.63
700,kuri,20,PK,1566202044,55,32.7,74.45,87.8,4.7
701,Atakpame,40,TG,1566202046,80,7.53,1.13,77.93,3.47
702,Ust-Tsilma,0,RU,1566202047,51,65.44,52.15,70.91,7.61
703,San Ramon,100,NI,1566202048,88,12.92,-85.84,63.89,3.89
704,Ramsar,0,IR,1566202027,70,36.92,50.64,84.2,4.7
705,Mugur-Aksy,97,RU,1566202050,53,50.38,90.44,48.05,6.71
706,Northam,0,AU,1566202052,39,-31.65,116.67,66.2,9.17
707,Dalnerechensk,96,RU,1566202053,85,45.93,133.72,73.25,1.95
708,Dongling,0,CN,1566202054,41,32.28,121.37,82.0,13.11
709,Pekan,75,MY,1566202055,56,3.49,103.39,93.2,5.82
710,Guanica,72,PR,1566202057,79,17.97,-66.91,81.0,4.12
711,Manoel Urbano,66,BR,1566202058,87,-8.84,-69.26,69.65,0.69
712,Tromso,75,NO,1566202021,93,69.65,18.96,59.0,11.41
713,Nipawin,1,CA,1566202060,87,53.36,-104.02,48.2,9.17
714,Olden,75,NO,1566202061,67,61.84,6.81,60.8,8.05
715,Bako,100,BF,1566202063,76,12.29,-0.73,80.27,10.92
716,Turiacu,0,BR,1566202064,83,-5.01,-63.0,71.45,1.03
717,Svetlaya,100,RU,1566202065,98,46.54,138.33,57.05,2.37
718,Gobabis,0,NA,1566202066,22,-22.45,18.97,66.2,6.93
719,Assiniboia,0,CA,1566202067,71,49.63,-105.99,53.45,5.53
720,Linxia,100,CN,1566202069,78,35.6,103.21,67.85,8.39
721,Calabozo,100,VE,1566202070,98,8.92,-67.43,71.81,3.78
722,Egvekinot,100,RU,1566202071,97,66.32,-179.17,43.37,7.11
723,Port Hawkesbury,90,CA,1566202072,100,45.62,-61.36,66.99,2.24
724,College,90,US,1566202074,61,64.86,-147.8,50.0,4.7
725,Akonolinga,97,CM,1566202075,73,3.77,12.24,76.31,4.61
726,Sao Filipe,13,CV,1566202077,91,14.9,-24.5,76.85,10.33
727,Kuryk,0,KZ,1566202078,10,43.18,51.68,99.17,14.07
728,Balakhta,81,RU,1566202080,47,55.38,91.62,71.09,6.06
729,Kamaishi,20,JP,1566202081,69,39.28,141.86,82.4,16.11
730,Filingue,81,NE,1566202083,57,14.35,3.32,86.93,15.57
731,Nemuro,75,JP,1566202084,87,43.32,145.57,60.8,5.82
732,Baruun-Urt,100,MN,1566202086,90,46.68,113.28,55.97,2.77
733,Yaan,100,NG,1566202087,91,7.38,8.57,75.59,5.82
734,Balabac,35,PH,1566202090,67,7.99,117.06,84.95,7.63
735,Yuryevets,41,RU,1566202091,76,57.32,43.11,71.09,6.31
736,Jiwani,14,PK,1566202092,81,25.05,61.74,80.81,10.0
737,Moba,0,CD,1566202093,41,-7.04,29.77,75.95,10.07
738,Atambua,15,ID,1566202095,80,-9.11,124.89,78.47,15.35
739,Puerto del Rosario,20,ES,1566202096,88,28.5,-13.86,71.6,8.05
740,Calbuco,0,CL,1566202098,75,-41.77,-73.13,32.0,2.24
741,Harper,1,US,1566202101,73,30.3,-99.24,78.8,4.7
742,Bosaso,0,SO,1566202102,59,11.28,49.18,89.45,7.49
743,Porbandar,40,IN,1566202104,74,21.64,69.61,86.0,9.17
744,Havre-Saint-Pierre,75,CA,1566202105,93,50.23,-63.6,50.0,2.24
745,Kerema,54,PG,1566202106,82,-7.96,145.78,76.67,15.57
746,Baracoa,70,CU,1566202108,77,20.35,-74.5,83.51,16.22
747,Benghazi,0,LY,1566202110,59,32.12,20.07,81.71,14.9
748,Juegang,0,CN,1566202111,41,32.31,121.18,89.01,13.11
749,Domodossola,40,IT,1566202112,69,46.12,8.29,77.0,4.7
750,Bin Qirdan,0,TN,1566202113,25,33.14,11.22,90.71,3.33
751,Baykit,100,RU,1566202115,35,61.68,96.39,70.19,5.1
752,Manavalakurichi,20,IN,1566202116,79,8.13,77.3,84.2,9.17
753,Along,99,IN,1566202118,88,28.17,94.8,70.19,5.55
754,Cururupu,52,BR,1566202119,99,-1.82,-44.87,71.63,2.59
